id,text_avis,note,label
2396,"Article en excellent état. Batterie à 86% , correct. Reçu avec chargeur et écouteurs. Ils ne sont pas d’origine. Pour le moment, le téléphone fonctionne correctement",5,positif
2397,"L'Iphone a été livré dès le lendemain. Il est comme neuf, magnifique, livré avec ses accessoires, de qualité.",5,positif
2398,"Iphone 8 reçu en 3 jours Marqué en excellent état reçu comme neuve Rien a redire Emballage soigné reçu avec chargeur ,câble, écouteurs, verre trempé... Etat de la batterie 100% Je recommande ce vendeur",5,positif
2399,Bon rapport qualité prix et bonnes prestations Appareil correspondant à la description. Pour l'instant rien à redire,5,positif
2400,Bonjour reçu rapidement bien protégé en revanche c’est pas excellent état comme marque une grosse rayure sur l’écran et une batterie qui demande deja une réparation en quand on regard l’état de la batterie Donc très déçu,1,négatif
2401,"livré dès le lendemain .comme neuf, batterie 100%, avec cordon d'alimentation mais pas d'écouteur. excellent état et fonctionnementimpeccable.",5,positif
2402,Reconditionné ? Vous êtes certains ? Moi j'ai cru qu'il était neuf ! Reçu rapidement... bref : Merci !,5,positif
2403,"iphone8 reçu dans les délais, conforme à l'offre et à la commande; comme neuf. Je recommande le site.",4,positif
2404,Téléphone livré dans boîte reconditionnée comme décrit . En parfait état . Petit moins pour câble de chargement de qualité médiocre qui se sépare en deux au niveau de la prise USB,5,positif
2405,"Rapport qualité prix très bien, livré avec ses accessoires",4,positif
2406,Produit fonctionne bien mais seul petit bémol le chargeur qui n’a pas bien tenu longtemps (c’est un produit reconditionné) alors on ne peut pas s’en plaindre.,5,positif
2407,C'est bien rien à dire c'est un beau téléphone et livret à moins de 24heures merci beaucoup bon courage,5,positif
2408,Très bon produit charge a 100 pour 100 franchement pas de déférence entre le neuf Je recommande,5,positif
2409,iphone reconditionné pas de coup ou de griffe comme neuf reçus avec un verre trempé fonctionne nickel je recommande se produit,5,positif
2410,ras pour le moment merci bla bla bla il faut metre au moins 50 caracteres donc bla bla merci,4,positif
2411,Mon fils est très content du téléphone et fonctionne très bien,4,positif
2412,très bon contact avec le vendeur livraison très soignée et rapide ce vendeur est à conseiller.je ferais de nouveau affaire a lui si je dois encore changer de tel,5,positif
2413,produit en état convenable rien à dire la déçu en revanche l’état de la batterie 84% j’apprécie moyen,1,négatif
2414,Très bon produit reçu rapidement aucun soucis très content de mon achat,5,positif
2415,"Correspond au descriptif décrit. Etat du téléphone comme neuf, batterie idem. Délai de livraison respecté. Merci cdiscount",5,positif
2416,"Téléphone impeccable , boîte sous blister , délai d'envoi respecté ! Transaction parfaite je recommande !",5,positif
2417,pour le moment rien à dire il est bien à voir dans le temps,5,positif
2418,"Parfait état, comme neuf et reçu dans les temps prévus. Je recommande ce vendeur.",5,positif
2419,Très satisfait du produit. Le téléphone est en très bon état. Livraison de la même.,5,positif
2420,Comme décrit dans l annonce parfait pas une rayure et fonctionne très bien pour l instant merci,4,positif
2421,Produit super et conforme. Livraison rapide. Je recommande,5,positif
2422,Téléphone conforme à mes attentes. Fonctionne très bien livré avec coque et écran de verre déjà installé,5,positif
2423,Parfait rien n’a dire reçu dans les temps avec accessoires,5,positif
2424,Super l’Apple rien a dire si ce n’est une livraison retardée d’un jour,5,positif
2425,"Super affaires , fonctionne très bien , téléphone comme neuf , je le recommande vivement .",5,positif
2426,"Super comme neuf, dommage qu'il donne pas les écouteurs avec.",5,positif
2427,"Livraison au top, par contre rien signé à la réception",5,positif
2428,"Produit conforme à l’annonce, la batterie n’est pas neuve puisque qu’elle est à 87%. Le téléphone fonctionne très bien",4,positif
2429,Attention produit propre et conforme au visuel mais énorme défaut de batterie iln tient à peine que 2 heures en autonomie,1,négatif
2430,bel appareil en très bon état emballage soigné et livraison très rapide,5,positif
2431,déçu ecran ( tactile fonctonne mal ) ou bout de 1 semaine,2,négatif
2432,je n'ai pas réussi a ouvrir sa coque stupide hein ? je vais devoir passe au technicien je ne veux pas risquer de l'abimer !,3,neutre
2433,Pas satisfait de la qualité de l’appareil mais bon service clien. Retour s’est fait sans problème.,3,neutre
2434,Super produit pour un téléphone réconditionne produit comme neuf,5,positif
2435,je l ai acheter pour ma fille elle est super contente,5,positif
2436,Ça fait 15 ans que j’ai des iPhone y’a pas de problème,5,positif
2437,"D'ordre ans general je ne prends jamais de produits reconditionnés. Exceptionnellement sur l'insistance de ma fille,j'ai pris ce téléphone elle en est extrêmement ravi très bon produit je le recommande!!!",5,positif
2438,Très content de mon iPhone 8 livre dans les temps et vraiment comme neuf,4,positif
2439,Produit bon rapport qualité prix livraison rapide je recommande,5,positif
2440,"Article expédié rapidement et peu cher. Ecran sans rayures. Vraiment très bon état. En revanche, la batterie faiblit déjà.",5,positif
2441,"Parfait , ravie de mon achat en très bon état même si la protection d’écran était mal collée",5,positif
2442,"Toujours ravie avec cdiscount je suis cliente fidèle et aucun souci jusque là, envoie rapide soigneux et l'article est conforme à la description",5,positif
2443,Livraison en temps et en heure et vendeur réactif aux mails,5,positif
2444,"fonctionne trés bien , parfait état , qualité / prix superbe",5,positif
2445,Rapport qualité prix au top etc etsbndlls’sbdbbfkkflfnfb,3,neutre
2446,"Reçu rapidement, par contre le téléphone à des poques la vitre a été changé. De plus il y a un gros problème de son sur le téléphone. Les accessoires ne sont pas d’origine Apple. Déçu ...",3,neutre
2447,"Ravie de cet achat. Telephone impeccable livré avec ses accessoires (chargeur, écouteurs) et avec une vitre de sécurité.",5,positif
2448,"l'appareil est arrivé avec un packaging trés bien pensé, 'appareil avait un bon état cosmétique et fonctionnait parfaitement mais le haut parleur interne de celui que j'ai reçus était défectueux les correspondant étaient pratiquement inaudibles Dommage pas de chance",2,négatif
2449,"Super produit il manquait juste les écouteurs, mais à part ça tout est ok",4,positif
2450,"Iphone livré rapidement, bon conditionnement, très bon état de l'Iphone. Par contre, le casque ""compatible"" ne fonctionne pas.",4,positif
2451,"Reçu hier pour l'instant fonctionne bien , une étoile en moins car la batterie n'est qu'à 86% .",4,positif
2452,"Vendeur serieux, produit livré en 3j, conforme aux description.. à voir d'ici quelque mois le fonctionnement",5,positif
2453,très bon produit le téléphone était dans un état impeccable comme neuf,5,positif
2454,Arrivé dans le délai et surtout très bien emballé. Très bon rapport qualité prix,4,positif
2455,"Fonctionnel, 6 mois après l'achat, il est tjrs bon.",4,positif
2456,"Vendeur sérieux.coque et vitre offertes .tout fonctionne parfaitement.accessoires fournis , le tout bien emballé et livré le lendemain de la commande.Merci",5,positif
2457,"Bien quasiment rien à dire sauf la capacité de la batterie est de 89% alors que de base le produit est comme neuf donc refais à neuf, mais sinon il est pas mal !",3,neutre
2458,Super iphone come neuf et arrivé dans les temps avec écouteurs et prise chargeur tout fonctionne parfaitement voir dans le temp....,5,positif
2459,État nickel mais Dommage que la vie de la batterie ne soit que de 83% dès le début,3,neutre
2460,"Rien à dire le téléphone fonctionne hyper bien. Comme cadeau il a fait sensation, mon frère là depuis 4 mois et il est toujours intact !",5,positif
2461,Pour un appareil reconditionné que du bonheur. Aucun souci pour le moment,5,positif
2462,Téléphone changer au bout de 1 semaine et 1 mois pour en récupérer un nouveau qui cette fois la batterie gonfle et a décoller l’écran très mauvaise expérience je souhaiterais être remboursé,1,négatif
2463,au bout de 4 mois ce telephone ne fonctionne plus tres decu,1,négatif
2464,"Iphone 8 arrivé rapidement avec une coque et un écran de verre, des écouteurs et le chargeur. Etat de la batterie à 100% pour l'instant aucun problème et je peux même prendre des photos en silencieux! J'espère que ça continuera. Je suis satisfaite du produit.",4,positif
2465,"Téléphone en très bon état, rien à redire. Mais l'état de la batterie indique 'en reparation' au bout de quelques jours. Donc batterie très faible... Dommage.",2,négatif
2466,"Comme neuf. Livraison en temps et en heure. Par contre, laissez nous le temps d'essayer le produit acheté avant de nous harceler de mails nous demandant de poster un avis et une note",5,positif
2467,En remplacement de mon ancien téléphone qui m’a lâché en plein confinement en mars Livraison rapide Satisfaite de mon achat,5,positif
2468,Comme toujours pourquoi acheter un neuf Alors que les reconditionnés sont très bien Aucune trace ni rayure !! Aucune différence avec un neuf... ah si juste le prix,5,positif
2469,Fonctionne très bien. Reçu très rapidement et très bien conditionné.,5,positif
2470,mais lol car pas super mais bon je vous conseil d'acheter des écouteur à part parce que voilà quoi,4,positif
2471,Bon produit Bonne batterie Le vendeur a ajouté une coque de protection au produit ce qui est appréciable,4,positif
2472,Produit conforme Pas de rayures État neuf Fonctionne très bien Très satisfait,4,positif
2473,"Rien à redire, livraison parfaite, rapide, produit de qualité, je reconseil le vendeur",5,positif
2474,excellent état sauf écouteurs ce n'est pas des AirPods,5,positif
2475,"c'était pour mon petit fils, il est ravi, et conseille vivement ce produit",4,positif
2476,Bon produit réponds a l'utilisation recherché je recommande ce produit,5,positif
2477,"Envoie rapide, manque les écouteurs linghtning donc pas satisfaite malgré les relances au vendeur, toujours rien. Sinon bonne état, aucunes rayures, batterie 100%, filtre de protection inclus.",4,positif
2478,MARCHE TRES BIEN JUSTE LE BOUTON VOLUME BAS QUI BLOQUE SOVENT,5,positif
2479,L état de la batterie n’est pas à 100% pour un iPhone soit disant comme neuf,2,négatif
2480,"IMPECCABLE rien à redire sur le produit, bel objet..............................",5,positif
2481,Telephone acheter lê 29 janvier! Il bug tout lê temp! Micro marche pás bien! Je acheterei plu chez lui!!!,1,négatif
2482,"Le telephone bues sans arrêt, tres lent, le clavier fonctionne à moitié, la batterie tient bien sur le début puis s'éteint des qu'il arrive entre 10% et 15%",1,négatif
2483,comme neuf emballage soigné très content de mon achat,5,positif
2484,"Téléphone nikel, vedeur sérieux offrant même des cadeaux en plus (vitre trempé et coque) à recommander vivement.",5,positif
2485,"Super état, batterie au top ! Livré dans les délais",5,positif
2486,Téléphone reconditionné en parfait état très bien emballé accessoires en très bon état fonctionne parfaitement bien,4,positif
2487,Avec boîte et accessoires écouteurs et chargeur comme neuf........,5,positif
2488,Très bien comme neuf bonne prise en main facile utilisation je le recommande,5,positif
2489,"Ne tiens pas la charge, c’est décevant pour un reconditionné à neuf soit disant",1,négatif
