mot,score_brut,score_positivite
prevenus,-0.6,0.0
previennent,0.3,0.075
previens,0.3,0.075
previent,0.3,0.075
pret,1.5,0.375
prete,1.5,0.375
pretes,1.5,0.375
prets,1.5,0.375
pseudoscience,-1.2,0.0
ptdr,2.9,0.725
ptdrr,2.9,0.725
ptdrrr,2.9,0.725
puant,-2.0,0.0
puante,-2.0,0.0
puantes,-2.0,0.0
puanteur,-1.1,0.0
puanteurs,-1.5,0.0
puants,-2.0,0.0
pudique,-0.1,0.0
pudiquement,0.2,0.05
puer,-2.4,0.0
pueur,-1.7,0.0
pueurs,-1.5,0.0
pueuse,-1.7,0.0
pueuses,-1.5,0.0
puissant,1.8,0.45
puissante,1.8,0.45
puissantes,1.8,0.45
puissants,1.8,0.45
puni,-2.0,0.0
punie,-2.0,0.0
punies,-2.0,0.0
punir,-2.4,0.0
punis,-1.0,0.0
punissable,-1.9,0.0
punissables,-1.9,0.0
punissant,-2.6,0.0
punissante,-2.6,0.0
punissantes,-2.6,0.0
punissants,-2.6,0.0
punissent,-2.1,0.0
punisseur,-1.9,0.0
punisseurs,-2.6,0.0
punisseuse,-1.9,0.0
punisseuses,-2.6,0.0
punissez,-2.1,0.0
punit,-2.1,0.0
punitif,-2.3,0.0
punitifs,-2.3,0.0
punition,-2.2,0.0
punitions,-1.8,0.0
punitive,-2.3,0.0
punitives,-2.3,0.0
putain,-1.7,0.0
putains,-3.0,0.0
pute,-1.1,0.0
putes,-1.4,0.0
pue,-2.0,0.0
puee,-2.0,0.0
puees,-2.0,0.0
pues,-2.0,0.0
peche,-2.6,0.0
peches,-2.0,0.0
pede,-1.1,0.0
pedes,-3.2,0.0
penalite,-2.0,0.0
penible,-0.8,0.0
peniblement,-2.4,0.0
penibles,-1.9,0.0
penurie,-0.5,0.0
penuries,-0.3,0.0
peril,-1.7,0.0
petrifiant,-2.6,0.0
petrification,-1.9,0.0
petrifications,-0.3,0.0
petrifie,-2.5,0.0
petrifient,-2.3,0.0
petrifier,-1.7,0.0
petrifies,-2.5,0.0
petrifiez,-2.3,0.0
petrifiee,-2.5,0.0
petrifiees,-2.5,0.0
petrin,-1.5,0.0
pete,-3.2,0.0
petee,-3.2,0.0
petees,-3.2,0.0
petes,-3.2,0.0
querelle,-1.4,0.0
querelleur,-0.6,0.0
querelleuse,-1.2,0.0
querelleuses,-1.2,0.0
questionnable,-1.2,0.0
questionnables,-1.2,0.0
questionnant,-0.4,0.0
questionne,-0.4,0.0
questionnee,-0.4,0.0
questionnees,-0.4,0.0
questionnes,-0.4,0.0
queue,-2.3,0.0
quitter,-0.2,0.0
quietude,0.8,0.2
quietudes,1.6,0.4
rabaisser,-1.9,0.0
rabaisse,-2.0,0.0
rabaissee,-2.0,0.0
rabat-joie,-1.1,0.0
rabats-joies,-1.6,0.0
rachete,1.3,0.325
rachetee,1.3,0.325
rachetees,1.3,0.325
rachetes,1.3,0.325
racisme,-3.1,0.0
raciste,-3.0,0.0
racistes,-2.5,0.0
racket,-1.2,0.0
rackets,-1.4,0.0
raclee,-2.0,0.0
racole,-0.2,0.0
racolent,-0.1,0.0
racoler,-0.5,0.0
racoles,-0.2,0.0
racolez,-0.1,0.0
racolons,-0.1,0.0
racolee,-0.2,0.0
racolees,-0.2,0.0
rad,0.4,0.1
radian,0.4,0.1
radiance,1.4,0.35
radiances,1.1,0.275
radians,0.2,0.05
radieuse,2.1,0.525
radieusement,1.3,0.325
radieuses,2.1,0.525
radieux,2.1,0.525
radin,-1.8,0.0
radine,-1.8,0.0
radines,-1.8,0.0
radins,-1.8,0.0
raffinement,1.2,0.3
raffine,2.6,0.65
raffinee,2.6,0.65
raffinees,2.6,0.65
raffines,2.6,0.65
raffut,-1.5,0.0
raffuts,-1.4,0.0
rage,-2.0,0.0
ragent,-2.1,0.0
rageons,-2.1,0.0
rager,-2.6,0.0
rages,-2.0,0.0
ragez,-2.1,0.0
ragots,-0.7,0.0
ragee,-2.0,0.0
ragees,-2.0,0.0
rance,-2.5,0.0
rances,-2.5,0.0
rancidite,-2.6,0.0
rancoeur,-1.9,0.0
rancoeurs,-1.9,0.0
rancune,-0.3,0.0
rancunes,-1.9,0.0
rancunier,-2.1,0.0
rancuniers,-2.1,0.0
rancuniere,-2.1,0.0
rancunieres,-2.1,0.0
ranime,1.6,0.4
raniment,1.6,0.4
ranimer,1.4,0.35
ranimes,1.6,0.4
ranimez,1.6,0.4
ranimons,1.6,0.4
rancon,-1.4,0.0
ranconnement,-1.2,0.0
ranconnements,-1.4,0.0
rancons,-1.4,0.0
rassurance,1.5,0.375
rassurances,1.4,0.35
rassurant,1.7,0.425
rassurante,1.7,0.425
rassurantes,1.7,0.425
rassurants,1.7,0.425
rassure,1.7,0.425
rassurent,1.5,0.375
rassurer,1.4,0.35
rassures,1.7,0.425
rassurez,1.5,0.375
rassuree,1.7,0.425
rassurees,1.7,0.425
rassurement,1.8,0.45
rater,-0.2,0.0
ratifie,0.6,0.15
ratifiee,0.6,0.15
ratifiees,0.6,0.15
ratifies,0.6,0.15
rate,-0.4,0.0
ratee,-0.6,0.0
ratees,-0.6,0.0
rates,-0.6,0.0
ravage,-2.9,0.0
ravi,1.0,0.25
ravie,1.0,0.25
ravies,1.0,0.25
ravioli,-0.3,0.0
raviolis,-0.3,0.0
ravir,2.8,0.7
ravis,0.7,0.175
ravissant,1.7,0.425
ravissement,0.6,0.15
ravissements,0.7,0.175
ravissez,2.8,0.7
ravit,2.8,0.7
ravive,1.6,0.4
ravivent,1.6,0.4
raviver,1.4,0.35
ravives,1.6,0.4
ravivez,1.6,0.4
ravivons,1.6,0.4
rayonnant,2.1,0.525
rayonnante,2.1,0.525
rayonnantes,2.1,0.525
rayonnants,2.1,0.525
rebelle,-1.0,0.0
rebelles,-1.0,0.0
rebellieusement,-1.8,0.0
rebellee,-1.0,0.0
rebellees,-1.0,0.0
recommande,0.8,0.2
recommandent,0.9,0.225
recommander,1.5,0.375
recommandes,0.8,0.2
recommandez,0.9,0.225
recommandons,0.9,0.225
recommandee,0.8,0.2
recommandees,0.8,0.2
reconnaissance,0.9,0.225
reconnaissant,0.6,0.15
reconnaissante,1.0,0.25
reconnaissantes,1.0,0.25
reconnaissants,1.0,0.25
reconnu,1.5,0.375
redoutablement,-3.1,0.0
redoute,-2.7,0.0
redoutee,-2.7,0.0
redoutees,-2.7,0.0
redoutes,-2.7,0.0
redynamisant,1.7,0.425
redynamisante,1.7,0.425
redynamisantes,1.7,0.425
redynamisants,1.7,0.425
redynamise,1.9,0.475
redynamisent,1.8,0.45
redynamiser,2.3,0.575
redynamises,1.9,0.475
redynamisez,1.8,0.45
redynamisee,1.9,0.475
redynamisees,1.9,0.475
refusant,-1.7,0.0
refuser,-1.2,0.0
refuse,-1.2,0.0
refusee,-1.2,0.0
refusees,-1.2,0.0
refuses,-1.2,0.0
regret,-1.8,0.0
regrets,-1.5,0.0
regrettable,-0.8,0.0
regrettablement,-0.8,0.0
regrettables,-0.8,0.0
regrettant,-1.7,0.0
regrette,-1.6,0.0
regrettent,-1.5,0.0
regretter,-1.8,0.0
regrettes,-1.6,0.0
regrettez,-1.5,0.0
regrettons,-1.5,0.0
regrettee,-1.6,0.0
regrettees,-1.6,0.0
rejet,-2.5,0.0
rejetant,-2.0,0.0
rejeter,-0.5,0.0
rejetez,-2.2,0.0
rejetons,-2.2,0.0
rejets,-2.1,0.0
rejette,-2.2,0.0
rejettent,-2.2,0.0
rejettes,-2.2,0.0
rejete,-0.7,0.0
rejetee,-2.3,0.0
rejetees,-2.3,0.0
rejetes,-2.3,0.0
rejoindre,1.2,0.3
rejouis,2.0,0.5
rejouissent,2.1,0.525
rejouissez,2.1,0.525
rejouissons,2.1,0.525
rejouit,2.1,0.525
relance,-0.8,0.0
relaxant,1.0,0.25
relaxante,1.0,0.25
relaxantes,1.0,0.25
relaxants,1.0,0.25
relaxation,2.4,0.6
relaxations,1.0,0.25
relaxe,2.2,0.55
relaxent,1.5,0.375
relaxer,1.9,0.475
relaxes,2.2,0.55
relaxez,1.5,0.375
relaxons,1.5,0.375
relaxee,2.2,0.55
relaxees,2.2,0.55
remaniement,-0.6,0.0
remaniements,-0.5,0.0
remarquable,2.6,0.65
remarquables,2.6,0.65
remercie,1.9,0.475
remercient,1.9,0.475
remercier,1.5,0.375
remercies,1.9,0.475
remerciez,1.9,0.475
remercions,1.9,0.475
remerciee,1.9,0.475
remerciees,1.9,0.475
remord,-1.1,0.0
remords,-0.9,0.0
rempart,-0.4,0.0
remparts,-0.4,0.0
remplacant,1.5,0.375
remplacante,1.5,0.375
remplacantes,1.0,0.25
remplacants,1.0,0.25
rempli,1.8,0.45
remplie,1.8,0.45
remplies,1.8,0.45
remplir,1.9,0.475
remplis,1.8,0.45
renflouement,-0.4,0.0
renforce,1.8,0.45
renforcent,2.0,0.5
renforcer,1.3,0.325
renforces,1.8,0.45
renforcez,2.0,0.5
renforcee,1.8,0.45
renforcees,1.8,0.45
renforcant,2.2,0.55
renforcante,2.2,0.55
renforcantes,2.2,0.55
renforcants,2.2,0.55
renforcons,2.0,0.5
renfrogne,-1.7,0.0
renfrognee,-1.7,0.0
renfrognees,-1.7,0.0
renfrognes,-1.7,0.0
renonce,-1.0,0.0
renoncement,-1.2,0.0
renoncements,-1.2,0.0
renoncent,-1.3,0.0
renoncer,-1.4,0.0
renonces,-1.0,0.0
renoncez,-1.3,0.0
renoncee,-1.0,0.0
renoncees,-1.0,0.0
renoncons,-1.3,0.0
repli,0.8,0.2
replier,0.8,0.2
reporte,-0.8,0.0
reportent,-1.1,0.0
reporter,-0.9,0.0
reportes,-0.8,0.0
reportez,-1.1,0.0
reportons,-1.1,0.0
reportee,-0.8,0.0
reportees,-0.8,0.0
reposant,1.5,0.375
reposante,1.5,0.375
reposantes,1.5,0.375
reposants,1.5,0.375
repere,0.3,0.075
respect,2.1,0.525
respectabilite,2.4,0.6
respectable,1.9,0.475
respectablement,1.7,0.425
respectables,1.9,0.475
respectant,2.2,0.55
respecte,2.1,0.525
respectent,1.3,0.325
respecter,2.1,0.525
respectes,2.1,0.525
respectez,1.3,0.325
respectif,1.8,0.45
respectifs,1.8,0.45
respective,1.8,0.45
respectivement,1.4,0.35
respectives,1.8,0.45
respectons,1.3,0.325
respectueuse,2.0,0.5
respectueusement,1.7,0.425
respectueuses,2.0,0.5
respectueux,2.0,0.5
respectee,2.1,0.525
respectees,2.1,0.525
resplendissant,2.2,0.55
resplendissante,2.2,0.55
resplendissantes,2.2,0.55
resplendissants,2.2,0.55
responsabilites,-0.8,0.0
responsable,1.3,0.325
responsables,1.3,0.325
ressentiment,-1.4,0.0
ressource,2.2,0.55
restreignent,-1.3,0.0
restreignez,-1.3,0.0
restreindre,-1.6,0.0
restreins,-1.3,0.0
restreint,-0.7,0.0
restreinte,-1.6,0.0
restreintes,-1.6,0.0
restreints,-1.6,0.0
restrictif,-1.6,0.0
restrictifs,-1.6,0.0
restriction,-1.1,0.0
restrictive,-1.6,0.0
restrictives,-1.6,0.0
retarder,-1.3,0.0
retarde,-0.9,0.0
retardee,-0.9,0.0
retardees,-0.9,0.0
retardes,-0.9,0.0
retenir,0.1,0.025
retrait,0.1,0.025
retraite,0.8,0.2
revanchard,-2.4,0.0
revanchards,-2.4,0.0
revigorant,0.8,0.2
revigorante,0.8,0.2
revigorantes,0.8,0.2
revigorants,0.8,0.2
revigore,0.4,0.1
revigorent,0.9,0.225
revigorer,0.9,0.225
revigores,0.4,0.1
revigorez,0.9,0.225
revigorons,2.1,0.525
revigoree,0.4,0.1
revigorees,0.4,0.1
revitalisant,2.1,0.525
revitalise,0.6,0.15
revitalisent,1.1,0.275
revitaliser,1.1,0.275
revitalises,0.6,0.15
revitalisez,1.1,0.275
revitalisons,1.1,0.275
revitalisee,0.6,0.15
revitalisees,0.6,0.15
riche,2.6,0.65
richement,1.9,0.475
riches,2.6,0.65
richesse,2.2,0.55
richesses,2.1,0.525
rictus,2.1,0.525
ridicule,-0.6,0.0
ridiculement,-0.1,0.0
ridicules,-0.2,0.0
ridiculeusement,-1.4,0.0
ridiculisant,-1.8,0.0
ridiculiser,-1.8,0.0
ridiculise,-0.7,0.0
ridiculisee,-0.7,0.0
ridiculisees,-0.7,0.0
ridiculises,-0.7,0.0
rient,2.2,0.55
riez,2.2,0.55
rigide,-0.5,0.0
rigides,-0.5,0.0
rigidification,-1.1,0.0
rigidifications,-0.8,0.0
rigidifie,-0.7,0.0
rigidifient,-0.6,0.0
rigidifier,-0.3,0.0
rigidifies,-0.7,0.0
rigidifiez,-0.6,0.0
rigidifions,-0.6,0.0
rigidifiee,-0.7,0.0
rigidifiees,-0.7,0.0
rigidite,-0.7,0.0
rigidites,-0.7,0.0
rigole,1.0,0.25
rigoler,0.5,0.125
rigoles,1.0,0.25
rigolo,0.2,0.05
rigolos,2.1,0.525
rigolote,1.0,0.25
rigolotes,0.2,0.05
rigoureuse,-1.1,0.0
rigoureusement,-0.4,0.0
rigoureuses,-1.1,0.0
rigoureux,-1.1,0.0
ringard,-0.1,0.0
ringarde,-0.1,0.0
ringardes,-0.2,0.0
ringards,-0.2,0.0
rions,2.2,0.55
rire,1.1,0.275
rires,2.2,0.55
risible,0.2,0.05
risiblement,-0.1,0.0
risibles,0.2,0.05
risquant,-1.3,0.0
risque,-0.5,0.0
risque-tout,0.5,0.125
risquent,-1.1,0.0
risquer,-1.1,0.0
risques,-0.5,0.0
risquez,-1.1,0.0
risquons,-1.1,0.0
risquee,-0.5,0.0
risquees,-0.5,0.0
risee,-1.3,0.0
risees,-1.3,0.0
robuste,-0.2,0.0
robustes,-0.2,0.0
rogne,-3.2,0.0
roman,1.3,0.325
romance,2.2,0.55
romancent,1.3,0.325
romances,2.2,0.55
romancez,1.3,0.325
romancee,2.2,0.55
romancees,2.2,0.55
romantique,1.7,0.425
romantiquement,1.8,0.45
romantiques,1.7,0.425
romancons,1.3,0.325
ronce,-1.0,0.0
ronchon,-0.8,0.0
ronchonne,-0.8,0.0
ronchonner,-0.8,0.0
ronchonnes,-0.8,0.0
ronchonnez,-0.9,0.0
ronchonnee,-0.8,0.0
ronchonnees,-0.8,0.0
ronchons,-0.8,0.0
roploplo,-0.9,0.0
roploplos,-0.9,0.0
rouelibre,0.5,0.125
roule,-0.6,0.0
roulent,-0.5,0.0
rouler,-0.2,0.0
roules,-0.6,0.0
roulez,-0.5,0.0
roulons,-0.5,0.0
roulee,-0.6,0.0
roulees,-0.6,0.0
rude,-1.9,0.0
rudes,-1.9,0.0
ruine,-2.1,0.0
ruinent,-1.5,0.0
ruiner,-2.8,0.0
ruines,-2.1,0.0
ruineur,-2.0,0.0
ruineuse,-2.0,0.0
ruinez,-1.5,0.0
ruinons,-1.5,0.0
ruinee,-2.1,0.0
ruinees,-2.1,0.0
rustique,-1.2,0.0
rustiques,-1.2,0.0
ralant,-0.8,0.0
rale,-0.7,0.0
ralent,-1.3,0.0
raler,-1.4,0.0
rales,-1.6,0.0
raleur,-0.6,0.0
raleurs,-0.6,0.0
raleuse,-0.6,0.0
raleuses,-0.6,0.0
ralez,-1.3,0.0
reactif,1.5,0.375
reactifs,1.5,0.375
reactive,1.5,0.375
reactives,1.5,0.375
realisable,1.3,0.325
rebellion,-0.5,0.0
rebellions,-1.1,0.0
reception,1.7,0.425
receptions,1.7,0.425
recession,-1.8,0.0
rechauffant,0.6,0.15
recompensable,1.0,0.25
recompensables,2.0,0.5
recompensant,0.9,0.225
recompensante,2.4,0.6
recompensantes,2.4,0.6
recompensants,2.4,0.6
recompensateur,1.6,0.4
recompensateurs,1.6,0.4
recompensatrice,1.6,0.4
recompensatrices,1.6,0.4
recompense,0.8,0.2
recompenses,2.2,0.55
recompensee,0.8,0.2
recompensees,2.2,0.55
reconfort,1.6,0.4
reconfortant,0.8,0.2
reconfortante,0.8,0.2
reconfortantes,2.1,0.525
reconfortants,2.1,0.525
reconforte,2.1,0.525
reconfortes,2.1,0.525
reconforts,1.3,0.325
reduction,-1.0,0.0
reellement,1.9,0.475
refractaire,-0.9,0.0
refutable,-0.9,0.0
refutables,-0.9,0.0
rejoui,2.0,0.5
rejouie,2.0,0.5
rejouies,2.0,0.5
rejouir,1.9,0.475
rejouissant,2.8,0.7
rejouissement,1.9,0.475
rejouissements,2.1,0.525
represseur,-1.4,0.0
represseurs,-2.2,0.0
represseuse,-1.4,0.0
represseuses,-2.2,0.0
repressible,-1.5,0.0
repressibles,-1.5,0.0
repressif,-1.4,0.0
repressifs,-1.4,0.0
repression,-1.6,0.0
repressions,-1.7,0.0
repressive,-1.4,0.0
repressivement,-1.7,0.0
repressives,-1.4,0.0
repressivite,-1.0,0.0
reprimaient,-1.3,0.0
reprimander,-1.7,0.0
reprime,-1.3,0.0
repriment,-1.3,0.0
reprimer,-1.4,0.0
reprimes,-1.3,0.0
reprimez,-1.3,0.0
reprimons,-1.3,0.0
reprimee,-1.3,0.0
reprimees,-1.3,0.0
repugnant,-1.1,0.0
repugnante,-1.1,0.0
repugnantes,-1.1,0.0
repugnants,-1.1,0.0
repugne,-2.2,0.0
repugnent,-2.0,0.0
repugner,-1.0,0.0
repugnes,-2.2,0.0
repugnez,-2.0,0.0
repugnee,-2.2,0.0
repugnees,-2.2,0.0
repetitif,-1.0,0.0
repetitifs,-1.0,0.0
repetitive,-1.0,0.0
repetitives,-1.0,0.0
resignation,-0.7,0.0
resistant,-0.5,0.0
resistante,-0.5,0.0
resistantes,-0.5,0.0
resistants,-0.5,0.0
resolu,0.2,0.05
resoluble,1.0,0.25
resolubles,1.0,0.25
resolue,0.2,0.05
resolues,0.2,0.05
resolus,0.2,0.05
resolution,0.7,0.175
resolvent,0.3,0.075
resolvez,0.3,0.075
resolvons,0.3,0.075
resoudre,0.3,0.075
resous,0.3,0.075
resout,0.3,0.075
retabli,1.4,0.35
retablie,1.4,0.35
retablies,1.4,0.35
retablir,1.2,0.3
retablis,0.6,0.15
retablissant,1.2,0.3
retablissent,1.2,0.3
retablissez,1.2,0.3
retablissons,1.2,0.3
retablit,1.2,0.3
reticence,-1.4,0.0
reticent,-1.0,0.0
reticente,-1.0,0.0
reticentes,-1.0,0.0
reticents,-1.0,0.0
reussi,1.8,0.45
reussie,1.8,0.45
reussies,1.8,0.45
reussir,2.2,0.55
reussis,0.9,0.225
reussissant,2.2,0.55
reussissent,2.2,0.55
reussissez,2.2,0.55
reussissons,2.2,0.55
reussit,2.2,0.55
reussite,2.7,0.675
reussites,2.6,0.65
revulser,-2.8,0.0
revulse,-2.2,0.0
revulsee,-2.2,0.0
revulsees,-2.2,0.0
revulses,-2.2,0.0
reve,1.0,0.25
reves,1.7,0.425
rode,-0.9,0.0
rodent,-0.9,0.0
roder,-0.8,0.0
rodes,-0.9,0.0
rodez,-0.9,0.0
s'emporter,-2.6,0.0
s'il te plait,1.3,0.325
s'il vous plait,1.3,0.325
s,0.8,0.2
sabotage,-2.4,0.0
saboter,-2.4,0.0
sage,2.1,0.525
sagement,1.8,0.45
sages,2.1,0.525
sagesse,2.4,0.6
saillant,1.1,0.275
saillante,1.1,0.275
saillantes,1.1,0.275
saillants,1.1,0.275
sain,1.7,0.425
saine,1.7,0.425
saines,1.7,0.425
sains,1.7,0.425
saisie,-0.5,0.0
saisies,-2.4,0.0
salaud,-1.6,0.0
salauds,-1.6,0.0
salete,-0.7,0.0
saletes,-1.4,0.0
salopard,-1.6,0.0
salopards,-1.6,0.0
salope,-2.8,0.0
salopes,-2.9,0.0
saluant,1.6,0.4
salue,1.1,0.275
saluer,1.3,0.325
salues,1.1,0.275
saluez,0.6,0.15
salutation,1.8,0.45
salutations,1.8,0.45
saluee,1.1,0.275
saluees,1.1,0.275
sanction,-1.0,0.0
sanctionne,-2.2,0.0
sanctionnent,-2.2,0.0
sanctionner,-2.2,0.0
sanctionnez,-2.2,0.0
sanctions,-1.8,0.0
sanglant,-1.9,0.0
sanglot,-1.0,0.0
sanglote,-1.9,0.0
sanglotent,-2.5,0.0
sangloter,-1.0,0.0
sanglotes,-1.9,0.0
sanglotez,-2.5,0.0
sanglots,-1.6,0.0
sanglotee,-1.9,0.0
sanglotees,-1.9,0.0
sans espoir,-2.0,0.0
sans espoirs,-2.0,0.0
sans passion,-1.9,0.0
sans passions,-1.9,0.0
saoul,-1.4,0.0
saoule,-0.7,0.0
saoulent,-1.4,0.0
saoules,-0.7,0.0
saoulez,-1.4,0.0
saouls,-1.4,0.0
sarcasme,-0.9,0.0
sarcasmes,-0.9,0.0
sarcastique,-1.0,0.0
sarcastiquement,-1.1,0.0
sarcastiques,-1.0,0.0
satane,-0.8,0.0
satisfaction,0.8,0.2
satisfactions,0.9,0.225
satisfaire,1.3,0.325
satisfais,1.5,0.375
satisfaisant,0.8,0.2
satisfaisante,0.8,0.2
satisfaisantes,0.8,0.2
satisfaisants,0.8,0.2
satisfaisez,1.5,0.375
satisfait,0.8,0.2
satisfaite,1.6,0.4
satisfaites,1.6,0.4
satisfaits,1.6,0.4
satisfie,1.8,0.45
satisfient,1.8,0.45
satisfier,2.0,0.5
satisfies,1.8,0.45
satisfiez,1.8,0.45
satisfions,1.8,0.45
satisfiee,1.8,0.45
satisfiees,1.8,0.45
saturnisme,-2.8,0.0
saturnismes,-2.4,0.0
saugrenu,0.3,0.075
saugrenue,0.3,0.075
saugrenues,0.3,0.075
saugrenus,0.3,0.075
sautes d'humeur,-1.4,0.0
sauvage,-2.0,0.0
sauvages,-2.0,0.0
sauvegarder,2.2,0.55
sauvegarde,1.8,0.45
sauvegardee,1.8,0.45
sauvegardees,1.8,0.45
sauvegardes,1.8,0.45
sauver,2.2,0.55
sauveur,2.8,0.7
sauveurs,2.8,0.7
sauveuse,2.8,0.7
sauveuses,2.8,0.7
sauve,1.8,0.45
sauvee,1.8,0.45
sauvees,1.8,0.45
sauves,1.8,0.45
scandale,-1.9,0.0
scandales,-2.2,0.0
scandaleuse,-2.4,0.0
scandaleusement,-1.2,0.0
scandaleuses,-0.7,0.0
scandaleux,-1.0,0.0
scepticisme,-0.4,0.0
scepticismes,-1.2,0.0
sceptique,-0.3,0.0
sceptiquement,-1.2,0.0
sceptiques,-0.3,0.0
schlinguer,-1.9,0.0
scintille,1.3,0.325
scintillement,1.3,0.325
scintillements,1.3,0.325
scintillent,1.3,0.325
scintiller,1.8,0.45
scintilles,1.3,0.325
scintillez,1.3,0.325
scintillons,1.3,0.325
scoop,0.6,0.15
scelerat,-3.1,0.0
scelerats,-2.4,0.0
secouable,-0.3,0.0
secouer,-0.7,0.0
secourent,1.3,0.325
secourez,1.3,0.325
secourir,2.3,0.575
secourons,1.3,0.325
secours,1.3,0.325
secourt,1.3,0.325
secouru,1.8,0.45
secourue,1.8,0.45
secourues,1.8,0.45
secourus,1.8,0.45
secoue,-0.1,0.0
secouee,-0.1,0.0
secouees,-0.1,0.0
secoues,-0.1,0.0
sensationnel,1.6,0.4
sensationnelle,1.6,0.4
sensationnelles,1.6,0.4
sensationnels,1.6,0.4
sensible,1.5,0.375
sensibles,1.5,0.375
sentiment,0.5,0.125
sentimental,1.3,0.325
sentimentale,1.3,0.325
sentimentales,1.3,0.325
sentimentalisation,1.2,0.3
sentimentalisations,0.4,0.1
sentimentaliser,1.2,0.3
sentimentalisme,1.0,0.25
sentimentalismes,0.4,0.1
sentimentaliste,0.8,0.2
sentimentalistes,0.7,0.175
sentimentalise,0.8,0.2
sentimentalisee,0.8,0.2
sentimentalisees,0.8,0.2
sentimentalises,0.8,0.2
sentimentalite,1.2,0.3
sentimentalites,0.9,0.225
sentimentaux,1.3,0.325
serein,2.0,0.5
sereine,2.0,0.5
sereines,2.0,0.5
sereins,2.0,0.5
seul,-0.5,0.0
seule,-1.1,0.0
seules,-1.1,0.0
seuls,-1.1,0.0
sexy,2.4,0.6
sexys,2.4,0.6
shakers,0.3,0.075
sidere,-0.4,0.0
sideree,-0.4,0.0
siderees,-0.4,0.0
sideres,-0.4,0.0
signifiant,0.8,0.2
signifiants,0.8,0.2
significatif,1.3,0.325
significatifs,1.3,0.325
signification,1.1,0.275
significative,1.3,0.325
significatives,1.3,0.325
simple,-1.2,0.0
simples,-1.2,0.0
simulacre,-2.7,0.0
simulacres,-2.7,0.0
simuler,-1.8,0.0
simules,1.0,0.25
sincere,0.8,0.2
sincerement,2.1,0.525
sinceres,0.8,0.2
sincerite,1.8,0.45
sincerites,1.5,0.375
singer,-1.8,0.0
singe,-1.3,0.0
singee,-1.3,0.0
singees,-1.3,0.0
singes,-1.3,0.0
sinistre,-0.3,0.0
sinistres,-2.9,0.0
smiley,1.7,0.425
smileys,1.5,0.375
snob,-2.0,0.0
snobber,-1.4,0.0
snobe,-2.0,0.0
snobent,-1.4,0.0
snober,-1.4,0.0
snobes,-2.0,0.0
snobez,-1.4,0.0
snobinard,-0.9,0.0
snobinarde,-0.9,0.0
snobinardes,-0.9,0.0
snobinards,-0.9,0.0
snobisme,-2.0,0.0
snobismes,-0.3,0.0
snobee,-2.0,0.0
snobees,-2.0,0.0
sociabilite,1.1,0.275
sociabilites,1.2,0.3
sociable,0.6,0.15
sociablement,1.6,0.4
sociables,0.6,0.15
soigneusement,1.4,0.35
soigne,1.3,0.325
soignee,1.3,0.325
soignees,1.3,0.325
soignes,1.3,0.325
soin,1.3,0.325
soiree,1.7,0.425
soirees,1.7,0.425
solde,0.2,0.05
soldee,0.2,0.05
soldees,0.2,0.05
soldes,0.2,0.05
soleil,2.2,0.55
solenelles,-0.3,0.0
solennel,-0.3,0.0
solennelle,-0.3,0.0
solennellement,0.8,0.2
solennels,-0.3,0.0
solennite,0.3,0.075
solidarite,1.2,0.3
solide,0.3,0.075
solides,0.3,0.075
solitude,-1.3,0.0
solitudes,-1.3,0.0
soluble,1.0,0.25
solubles,1.0,0.25
solutions,0.3,0.075
solvabilite,1.9,0.475
solvabilites,1.9,0.475
solvable,2.4,0.6
solvables,2.4,0.6
sombre,-0.1,0.0
sombres,-0.1,0.0
sommet,0.8,0.2
sommets,2.3,0.575
sophistique,2.6,0.65
sophistiquee,2.6,0.65
sophistiquees,2.6,0.65
sophistiques,2.6,0.65
sorciere,-1.5,0.0
sottise,-0.8,0.0
sottises,-0.4,0.0
souci,-0.9,0.0
souciant,-1.4,0.0
soucie,2.0,0.5
soucies,2.0,0.5
souffert,-2.2,0.0
soufferte,-2.2,0.0
souffertes,-2.2,0.0
soufferts,-2.2,0.0
souffrant,-2.1,0.0
souffrante,-2.1,0.0
souffrantes,-2.1,0.0
souffrants,-2.1,0.0
souffrent,-2.1,0.0
souffres,-1.1,0.0
souffreur,-2.0,0.0
souffreurs,-2.4,0.0
souffreuse,-2.0,0.0
souffreuses,-2.4,0.0
souffrez,-2.1,0.0
souffrir,-2.5,0.0
souffrons,-2.1,0.0
souhait,1.7,0.425
souhaitant,0.9,0.225
souhaite,0.6,0.15
souhaitent,0.6,0.15
souhaiter,1.7,0.425
souhaiterais,0.3,0.075
souhaiteriez,0.6,0.15
souhaiterions,0.6,0.15
souhaites,0.6,0.15
souhaitez,0.6,0.15
souhaitons,0.6,0.15
souk,-1.5,0.0
soulage,1.6,0.4
soulageant,1.5,0.375
soulageante,1.5,0.375
soulageantes,1.5,0.375
soulageants,1.5,0.375
soulagement,2.1,0.525
soulagements,1.3,0.325
soulagent,1.5,0.375
soulageons,1.5,0.375
soulager,1.5,0.375
soulages,1.6,0.4
soulagez,1.5,0.375
soulagee,1.6,0.4
soulagees,1.6,0.4
souligner,1.4,0.35
soumis,-1.3,0.0
soumise,-1.3,0.0
soumises,-1.3,0.0
soupir,0.1,0.025
soupirer,0.1,0.025
soupcon,-1.6,0.0
soupcons,-1.5,0.0
source,1.5,0.375
sources,1.4,0.35
souriant,1.7,0.425
souriante,1.7,0.425
souriantes,1.7,0.425
